수영, 152, 82, 35.49168975069252, 과체중
영섭, 198, 55, 14.029180695847362, 저체중
섭건, 163, 89, 33.49768527230984, 과체중
예섭, 195, 68, 17.882971729125575, 저체중
철욱, 177, 62, 19.789970953429727, 정상 체중
섭수, 150, 99, 44.0, 과체중
수경, 186, 69, 19.944502254595907, 정상 체중
경수, 173, 91, 30.405292525644022, 과체중
진욱, 191, 90, 24.67037636029714, 정상 체중
진은, 187, 98, 28.02482198518688, 과체중
건욱, 150, 61, 27.11111111111111, 과체중
섭상, 178, 60, 18.93700290367378, 정상 체중
경섭, 167, 44, 15.776829574384164, 저체중
욱섭, 193, 56, 15.033960643238744, 저체중
민은, 189, 79, 22.11584222166233, 정상 체중
영경, 168, 99, 35.076530612244895, 과체중
은예, 182, 94, 28.378215191402003, 과체중
경건, 171, 82, 28.042816593139772, 과체중
건욱, 168, 56, 19.841269841269842, 정상 체중
영민, 195, 75, 19.723865877712033, 정상 체중
영경, 193, 86, 23.087868130688072, 정상 체중
욱수, 162, 53, 20.195092211553117, 정상 체중
욱은, 164, 56, 20.820939916716238, 정상 체중
철철, 189, 62, 17.35673693345651, 저체중
예건, 198, 47, 11.9885725946332, 저체중
영채, 192, 91, 24.68532986111111, 정상 체중
진수, 157, 42, 17.03923080043815, 저체중
진경, 178, 52, 16.41206918318394, 저체중
건은, 179, 74, 23.09540900720951, 정상 체중
욱상, 177, 92, 29.365763350250564, 과체중
진경, 197, 82, 21.12911953412868, 정상 체중
철상, 166, 56, 20.322252866889244, 정상 체중
건예, 191, 41, 11.23872700857981, 저체중
예철, 193, 77, 20.671695884453275, 정상 체중
상영, 193, 76, 20.403232301538296, 정상 체중
수예, 156, 95, 39.036817882971725, 과체중
경건, 152, 57, 24.671052631578945, 정상 체중
욱욱, 170, 53, 18.33910034602076, 저체중
섭예, 169, 94, 32.91201288470292, 과체중
수채, 174, 46, 15.193552648962875, 저체중
채상, 150, 46, 20.444444444444446, 정상 체중
영건, 159, 98, 38.764289387286894, 과체중
경은, 155, 43, 17.89802289281998, 저체중
수철, 177, 41, 13.086916275655144, 저체중
채민, 168, 54, 19.132653061224488, 정상 체중
경철, 193, 91, 24.43018604526296, 정상 체중
욱상, 186, 70, 20.233553011908892, 정상 체중
수채, 170, 82, 28.37370242214533, 과체중
건예, 150, 56, 24.88888888888889, 정상 체중
예수, 185, 80, 23.37472607742878, 정상 체중
수경, 195, 45, 11.834319526627219, 저체중
채섭, 162, 49, 18.67093430879439, 정상 체중
진건, 167, 90, 32.27078776578579, 과체중
섭민, 198, 91, 23.21191715131109, 정상 체중
상섭, 168, 81, 28.698979591836736, 과체중
상수, 193, 77, 20.671695884453275, 정상 체중
예상, 183, 45, 13.437248051599033, 저체중
채예, 186, 95, 27.459821944733495, 과체중
건건, 165, 82, 30.119375573921026, 과체중
영섭, 184, 58, 17.131379962192817, 저체중
건수, 194, 98, 26.038898926559675, 과체중
진예, 158, 45, 18.025957378625222, 저체중
철상, 158, 70, 28.040378144528123, 과체중
섭수, 155, 92, 38.293444328824144, 과체중
진민, 156, 43, 17.669296515450363, 저체중
은섭, 198, 52, 13.263952657892053, 저체중
민진, 198, 89, 22.701765126007547, 정상 체중
섭민, 152, 50, 21.641274238227147, 정상 체중
예욱, 189, 88, 24.635368550712467, 정상 체중
상예, 193, 63, 16.91320572364359, 저체중
건철, 185, 62, 18.115412710007305, 저체중
섭은, 189, 50, 13.997368494722993, 저체중
철은, 159, 93, 36.786519520588584, 과체중
영수, 191, 49, 13.431649351717333, 저체중
경섭, 156, 80, 32.87310979618672, 과체중
건상, 182, 85, 25.661152034778407, 과체중
경영, 155, 89, 37.04474505723205, 과체중
욱상, 157, 50, 20.284798571950184, 정상 체중
욱진, 154, 95, 40.05734525215045, 과체중
예건, 161, 78, 30.091431657729256, 과체중
은은, 159, 70, 27.688778133776356, 과체중
진철, 165, 87, 31.955922865013775, 과체중
상민, 181, 67, 20.45114617990904, 정상 체중
진욱, 196, 54, 14.056643065389421, 저체중
예섭, 167, 60, 21.51385851052386, 정상 체중
욱경, 194, 54, 14.347964714634925, 저체중
수진, 189, 47, 13.157526385039612, 저체중
민건, 177, 69, 22.024322512687924, 정상 체중
채예, 150, 90, 40.0, 과체중
예진, 171, 84, 28.726787729557813, 과체중
채경, 157, 74, 30.021501886486266, 과체중
상채, 199, 92, 23.231736572308783, 정상 체중
경수, 173, 83, 27.732299776136855, 과체중
철욱, 182, 98, 29.585798816568047, 과체중
섭진, 194, 89, 23.647571474120525, 정상 체중
채은, 180, 64, 19.753086419753085, 정상 체중
영채, 172, 45, 15.210924824229314, 저체중
은상, 177, 84, 26.812218711098343, 과체중
민욱, 158, 41, 16.423650056080756, 저체중
철영, 184, 55, 16.245274102079396, 저체중
은건, 182, 67, 20.227025721531216, 정상 체중
영경, 189, 46, 12.877579015145152, 저체중
진민, 157, 51, 20.690494543389185, 정상 체중
채진, 189, 75, 20.99605274208449, 정상 체중
예진, 155, 76, 31.633714880332985, 과체중
민채, 157, 84, 34.0784616008763, 과체중
건은, 165, 51, 18.732782369146005, 정상 체중
은욱, 168, 59, 20.90419501133787, 정상 체중
욱건, 196, 71, 18.481882548937943, 저체중
섭은, 183, 46, 13.73585356385679, 저체중
철진, 158, 58, 23.23345617689473, 정상 체중
진경, 181, 68, 20.756387167668876, 정상 체중
섭채, 174, 94, 31.04769454353283, 과체중
영철, 191, 81, 22.203338724267425, 정상 체중
수상, 191, 63, 17.269263452207998, 저체중
채욱, 151, 42, 18.420244726108503, 저체중
욱예, 170, 48, 16.608996539792386, 저체중
수철, 158, 90, 36.051914757250444, 과체중
욱수, 156, 46, 18.902038132807363, 정상 체중
건채, 189, 41, 11.477842165672854, 저체중
채건, 177, 48, 15.321267834913339, 저체중
수건, 160, 49, 19.140625, 정상 체중
상은, 191, 48, 13.157534058825142, 저체중
섭경, 196, 51, 13.275718450645563, 저체중
건경, 188, 80, 22.634676324128563, 정상 체중
건철, 196, 60, 15.618492294877134, 저체중
진욱, 169, 67, 23.458562375266975, 정상 체중
경예, 199, 76, 19.19143455973334, 정상 체중
민철, 161, 69, 26.619343389529725, 과체중
철은, 154, 62, 26.142688480350817, 과체중
예욱, 196, 92, 23.94835485214494, 정상 체중
철수, 183, 40, 11.94422049031025, 저체중
예섭, 177, 69, 22.024322512687924, 정상 체중
욱욱, 171, 92, 31.462672275229988, 과체중
은진, 176, 58, 18.72417355371901, 정상 체중
영진, 156, 65, 26.70940170940171, 과체중
상수, 162, 57, 21.719250114311844, 정상 체중
섭상, 171, 85, 29.068773297766835, 과체중
건예, 188, 46, 13.014938886373926, 저체중
영영, 156, 73, 29.99671268902038, 과체중
섭섭, 162, 43, 16.3846974546563, 저체중
수철, 165, 73, 26.813590449954088, 과체중
경경, 170, 70, 24.22145328719723, 정상 체중
진영, 181, 80, 24.419279020786913, 정상 체중
진건, 176, 90, 29.0547520661157, 과체중
섭철, 150, 42, 18.666666666666668, 정상 체중
예상, 151, 49, 21.490285513793253, 정상 체중
상철, 161, 94, 36.264033023417305, 과체중
철채, 170, 43, 14.878892733564014, 저체중
경경, 168, 55, 19.486961451247165, 정상 체중
상수, 192, 77, 20.887586805555554, 정상 체중
욱예, 181, 64, 19.53542321662953, 정상 체중
섭민, 179, 63, 19.66230766829999, 정상 체중
영욱, 176, 88, 28.40909090909091, 과체중
상예, 163, 41, 15.431517934434867, 저체중
수욱, 177, 98, 31.280921829614734, 과체중
수욱, 158, 90, 36.051914757250444, 과체중
건상, 169, 96, 33.61226847799447, 과체중
채경, 178, 59, 18.62138618861255, 정상 체중
영은, 179, 63, 19.66230766829999, 정상 체중
철경, 194, 76, 20.1934318205973, 정상 체중
진예, 151, 73, 32.01613964299811, 과체중
민욱, 187, 63, 18.015956990477278, 저체중
진민, 156, 64, 26.298487836949377, 과체중
철철, 198, 42, 10.713192531374348, 저체중
은채, 191, 75, 20.55864696691428, 정상 체중
철건, 177, 51, 16.278847074595422, 저체중
욱섭, 150, 95, 42.22222222222222, 과체중
섭진, 156, 51, 20.956607495069033, 정상 체중
예섭, 164, 53, 19.70553242117787, 정상 체중
욱채, 191, 65, 17.81749403799238, 저체중
철건, 193, 99, 26.57789470858278, 과체중
민상, 168, 87, 30.82482993197279, 과체중
진민, 181, 64, 19.53542321662953, 정상 체중
진채, 158, 65, 26.037493991347542, 과체중
채예, 173, 41, 13.69908784122423, 저체중
예욱, 165, 90, 33.05785123966942, 과체중
욱섭, 158, 66, 26.438070821983654, 과체중
상수, 181, 69, 21.06162815542871, 정상 체중
건영, 155, 74, 30.80124869927159, 과체중
민채, 185, 57, 16.654492330168004, 저체중
민영, 160, 41, 16.015625, 저체중
예영, 179, 50, 15.605006085952374, 저체중
민채, 158, 69, 27.639801313892004, 과체중
경진, 187, 61, 17.444021847922446, 저체중
욱수, 193, 62, 16.64474214072861, 저체중
상경, 197, 92, 23.70584142853462, 정상 체중
상수, 166, 43, 15.604587022789953, 저체중
욱민, 192, 77, 20.887586805555554, 정상 체중
예경, 175, 40, 13.061224489795919, 저체중
진욱, 163, 99, 37.261470134367116, 과체중
섭욱, 152, 56, 24.238227146814403, 정상 체중
민예, 161, 76, 29.319856487018246, 과체중
진건, 196, 96, 24.989587671803417, 정상 체중
예은, 156, 69, 28.353057199211047, 과체중
채수, 171, 80, 27.358845456721724, 과체중
수철, 162, 43, 16.3846974546563, 저체중
섭수, 197, 49, 12.625937282589089, 저체중
예영, 171, 97, 33.17260011627509, 과체중
채은, 180, 83, 25.61728395061728, 과체중
예수, 171, 49, 16.75729284224206, 저체중
건경, 190, 45, 12.465373961218836, 저체중
채욱, 165, 69, 25.34435261707989, 과체중
건철, 199, 63, 15.908689174515796, 저체중
민진, 163, 46, 17.31341036546351, 저체중
은진, 186, 56, 16.186842409527113, 저체중
은채, 199, 41, 10.353273907224565, 저체중
경채, 191, 52, 14.253995230393905, 저체중
섭상, 172, 79, 26.703623580313682, 과체중
철영, 182, 70, 21.13271344040575, 정상 체중
채은, 190, 95, 26.31578947368421, 과체중
영채, 179, 94, 29.337411441590465, 과체중
철섭, 199, 67, 16.918764677659656, 저체중
섭예, 177, 94, 30.004149510038623, 과체중
진민, 181, 95, 28.997893837184456, 과체중
민예, 176, 60, 19.369834710743802, 정상 체중
진은, 161, 46, 17.74622892635315, 저체중
건건, 184, 95, 28.060018903591683, 과체중
진영, 197, 46, 11.85292071426731, 저체중
진건, 188, 61, 17.25894069714803, 저체중
진건, 165, 96, 35.26170798898072, 과체중
진예, 168, 96, 34.01360544217687, 과체중
철상, 150, 57, 25.333333333333332, 과체중
건섭, 164, 66, 24.53896490184414, 정상 체중
영섭, 184, 58, 17.131379962192817, 저체중
철욱, 175, 71, 23.183673469387756, 정상 체중
영영, 173, 45, 15.035584215977813, 저체중
영수, 189, 78, 21.83589485176787, 정상 체중
욱섭, 176, 94, 30.346074380165287, 과체중
예섭, 159, 59, 23.33768442704007, 정상 체중
섭섭, 194, 58, 15.410776915718992, 저체중
영은, 169, 77, 26.95984034172473, 과체중
철채, 152, 89, 38.52146814404432, 과체중
채예, 179, 58, 18.101807059704754, 저체중
채욱, 181, 92, 28.082170873904946, 과체중
경철, 161, 52, 20.06095443848617, 정상 체중
수민, 173, 55, 18.376825152861773, 저체중
예예, 164, 51, 18.96192742415229, 정상 체중
건진, 175, 98, 32.0, 과체중
채채, 178, 72, 22.724403484408537, 정상 체중
예예, 164, 94, 34.94943486020226, 과체중
민경, 158, 91, 36.452491587886556, 과체중
상경, 161, 84, 32.406157169862276, 과체중
상진, 165, 54, 19.834710743801654, 정상 체중
진영, 156, 77, 31.640368178829718, 과체중
수예, 182, 78, 23.54788069073783, 정상 체중
은민, 193, 72, 19.329377969878387, 정상 체중
철진, 180, 54, 16.666666666666668, 저체중
영섭, 170, 49, 16.955017301038062, 저체중
수민, 185, 84, 24.54346238130022, 정상 체중
상은, 167, 80, 28.685144680698485, 과체중
진수, 179, 94, 29.337411441590465, 과체중
철영, 162, 63, 24.005486968449933, 정상 체중
철경, 159, 90, 35.5998576005696, 과체중
채욱, 199, 43, 10.858311658796493, 저체중
진상, 197, 61, 15.718003555876214, 저체중
욱은, 186, 44, 12.718233321771303, 저체중
섭섭, 155, 66, 27.47138397502601, 과체중
건예, 169, 93, 32.561885088057146, 과체중
은은, 181, 55, 16.788254326791, 저체중
민수, 160, 42, 16.40625, 저체중
욱욱, 169, 53, 18.556773222226113, 정상 체중
진진, 177, 71, 22.66270867247598, 정상 체중
상예, 154, 56, 23.612750885478157, 정상 체중
영욱, 175, 56, 18.285714285714285, 저체중
상섭, 160, 98, 38.28125, 과체중
진은, 169, 99, 34.66265186793179, 과체중
건건, 186, 93, 26.881720430107528, 과체중
민철, 188, 73, 20.654142145767317, 정상 체중
섭경, 174, 68, 22.460034350640772, 정상 체중
채예, 163, 55, 20.70081674131507, 정상 체중
영영, 157, 63, 25.55884620065723, 과체중
예진, 176, 78, 25.180785123966942, 과체중
채경, 192, 55, 14.91970486111111, 저체중
상진, 161, 62, 23.9188302920412, 정상 체중
채수, 156, 66, 27.120315581854044, 과체중
수은, 194, 73, 19.39632266978425, 정상 체중
욱상, 181, 90, 27.471688898385274, 과체중
은은, 170, 90, 31.141868512110726, 과체중
예영, 194, 61, 16.207886066532044, 저체중
영욱, 174, 96, 31.708283789139916, 과체중
진경, 194, 45, 11.95663726219577, 저체중
건수, 193, 76, 20.403232301538296, 정상 체중
건섭, 199, 69, 17.423802429231586, 저체중
섭경, 186, 82, 23.7021620996647, 정상 체중
상은, 151, 52, 22.806017279943863, 정상 체중
수수, 195, 69, 18.14595660749507, 저체중
은건, 183, 52, 15.527486637403328, 저체중
채민, 183, 48, 14.333064588372302, 저체중
민욱, 160, 46, 17.96875, 저체중
진섭, 176, 44, 14.204545454545455, 저체중
섭민, 162, 94, 35.817710714830056, 과체중
수수, 155, 42, 17.48178980228928, 저체중
영건, 181, 53, 16.17777235127133, 저체중
진민, 176, 67, 21.62964876033058, 정상 체중
철경, 191, 72, 19.736301088237713, 정상 체중
경건, 176, 47, 15.173037190082644, 저체중
예경, 177, 89, 28.408184110568484, 과체중
상욱, 161, 96, 37.035608194128315, 과체중
수채, 178, 53, 16.727685898245173, 저체중
철수, 189, 50, 13.997368494722993, 저체중
경건, 191, 77, 21.106877552698666, 정상 체중
영수, 164, 54, 20.07733491969066, 정상 체중
영수, 177, 41, 13.086916275655144, 저체중
수은, 177, 77, 24.57786715184015, 정상 체중
채수, 183, 64, 19.110752784496402, 정상 체중
민예, 174, 78, 25.76298057867618, 과체중
민은, 169, 90, 31.511501698119815, 과체중
수건, 160, 87, 33.984375, 과체중
민욱, 163, 49, 18.442545824080696, 저체중
욱민, 168, 69, 24.447278911564627, 정상 체중
철영, 172, 82, 27.717685235262305, 과체중
수욱, 158, 89, 35.651337926614325, 과체중
민예, 199, 98, 24.746849827024572, 정상 체중
욱건, 185, 82, 23.9590942293645, 정상 체중
은예, 196, 44, 11.453561016243233, 저체중
섭민, 173, 40, 13.364963747535835, 저체중
수철, 192, 51, 13.834635416666668, 저체중
건예, 161, 91, 35.1066702673508, 과체중
철건, 179, 92, 28.71321119815237, 과체중
건욱, 160, 90, 35.15625, 과체중
섭수, 161, 94, 36.264033023417305, 과체중
민예, 176, 73, 23.56663223140496, 정상 체중
진경, 188, 80, 22.634676324128563, 정상 체중
섭진, 179, 42, 13.108205112199993, 저체중
철상, 195, 50, 13.149243918474689, 저체중
민민, 178, 97, 30.614821360939278, 과체중
예수, 181, 47, 14.346326424712311, 저체중
건건, 174, 87, 28.735632183908045, 과체중
진섭, 185, 74, 21.62162162162162, 정상 체중
욱건, 167, 83, 29.76083760622468, 과체중
영민, 181, 43, 13.125362473672965, 저체중
경욱, 180, 70, 21.604938271604937, 정상 체중
수철, 172, 67, 22.6473769605192, 정상 체중
영은, 199, 52, 13.13098154087018, 저체중
민경, 166, 58, 21.04804761213529, 정상 체중
진경, 161, 59, 22.761467535974692, 정상 체중
예채, 166, 90, 32.660763536072004, 과체중
민건, 159, 87, 34.413195680550615, 과체중
채영, 163, 64, 24.08822311716662, 정상 체중
민민, 154, 53, 22.34778208804183, 정상 체중
수철, 158, 45, 18.025957378625222, 저체중
영섭, 190, 87, 24.09972299168975, 정상 체중
채예, 198, 48, 12.243648607284971, 저체중
예욱, 154, 92, 38.792376454714116, 과체중
예철, 196, 60, 15.618492294877134, 저체중
민철, 180, 88, 27.160493827160494, 과체중
수건, 157, 61, 24.74745425777922, 정상 체중
상예, 155, 96, 39.958376690946935, 과체중
진건, 167, 99, 35.49786654236437, 과체중
채상, 169, 56, 19.60715661216344, 정상 체중
건진, 151, 68, 29.823253366080436, 과체중
섭섭, 154, 55, 23.19109461966605, 정상 체중
채상, 172, 47, 15.886965927528394, 저체중
철욱, 191, 58, 15.898686987747046, 저체중
상채, 152, 42, 18.178670360110804, 저체중
철민, 170, 57, 19.723183391003463, 정상 체중
은섭, 176, 72, 23.243801652892564, 정상 체중
섭상, 154, 87, 36.68409512565356, 과체중
수섭, 190, 49, 13.573407202216066, 저체중
진영, 161, 99, 38.19297095019483, 과체중
경건, 164, 90, 33.4622248661511, 과체중
철진, 159, 54, 21.35991456034176, 정상 체중
민건, 153, 91, 38.87393737451408, 과체중
상경, 174, 59, 19.487382745408905, 정상 체중
경채, 157, 69, 27.99302202929125, 과체중
수예, 176, 56, 18.078512396694215, 저체중
섭민, 154, 51, 21.504469556417607, 정상 체중
건영, 179, 83, 25.904310102680938, 과체중
채상, 175, 61, 19.918367346938776, 정상 체중
경욱, 159, 68, 26.89767018709703, 과체중
예상, 173, 84, 28.066423869825254, 과체중
건은, 164, 61, 22.67995240928019, 정상 체중
섭채, 156, 91, 37.39316239316239, 과체중
수철, 191, 60, 16.446917573531426, 저체중
경욱, 193, 96, 25.77250395983785, 과체중
욱욱, 196, 98, 25.51020408163265, 과체중
영채, 191, 50, 13.705764644609522, 저체중
영상, 181, 52, 15.872531363511492, 저체중
영철, 199, 76, 19.19143455973334, 정상 체중
수건, 166, 58, 21.04804761213529, 정상 체중
건건, 182, 78, 23.54788069073783, 정상 체중
영진, 175, 52, 16.979591836734695, 저체중
철민, 181, 86, 26.25072494734593, 과체중
욱섭, 195, 52, 13.675213675213675, 저체중
욱진, 168, 67, 23.738662131519277, 정상 체중
욱철, 168, 60, 21.258503401360546, 정상 체중
건민, 194, 56, 14.879370815176957, 저체중
영진, 151, 94, 41.226262006052366, 과체중
상경, 180, 77, 23.765432098765434, 정상 체중
채욱, 190, 49, 13.573407202216066, 저체중
영채, 154, 73, 30.78090740428403, 과체중
예건, 180, 92, 28.39506172839506, 과체중
섭은, 187, 56, 16.01418399153536, 저체중
예섭, 166, 61, 22.136739730004358, 정상 체중
영은, 188, 56, 15.844273426889997, 저체중
은경, 180, 85, 26.23456790123457, 과체중
섭수, 193, 86, 23.087868130688072, 정상 체중
수예, 181, 63, 19.23018222886969, 정상 체중
철수, 163, 87, 32.744928299898376, 과체중
철영, 168, 40, 14.17233560090703, 저체중
건은, 175, 52, 16.979591836734695, 저체중
경철, 159, 56, 22.151022507021086, 정상 체중
철수, 167, 92, 32.987916382803256, 과체중
철진, 162, 50, 19.051973784484073, 정상 체중
욱철, 182, 56, 16.9061707523246, 저체중
민수, 199, 86, 21.716623317592987, 정상 체중
진영, 167, 72, 25.816630212628635, 과체중
상민, 167, 65, 23.306680053067517, 정상 체중
채진, 169, 58, 20.30741220545499, 정상 체중
철영, 178, 83, 26.19618735008206, 과체중
욱상, 182, 67, 20.227025721531216, 정상 체중
철수, 154, 44, 18.55287569573284, 정상 체중
섭수, 197, 99, 25.50954675461877, 과체중
욱수, 152, 80, 34.62603878116344, 과체중
민철, 157, 64, 25.96454217209623, 과체중
섭경, 187, 68, 19.445794846864366, 정상 체중
수민, 172, 77, 26.0275824770146, 과체중
은욱, 155, 78, 32.46618106139438, 과체중
경철, 168, 99, 35.076530612244895, 과체중
철영, 173, 94, 31.40766480670921, 과체중
섭진, 160, 60, 23.4375, 정상 체중
민섭, 175, 97, 31.6734693877551, 과체중
욱수, 161, 72, 27.776706145596236, 과체중
건섭, 185, 70, 20.452885317750184, 정상 체중
채상, 151, 51, 22.367440024560324, 정상 체중
수경, 164, 56, 20.820939916716238, 정상 체중
예철, 187, 71, 20.303697560696616, 정상 체중
은경, 181, 74, 22.587833094227893, 정상 체중
상민, 199, 43, 10.858311658796493, 저체중
건경, 195, 66, 17.357001972386588, 저체중
은영, 199, 76, 19.19143455973334, 정상 체중
채은, 153, 62, 26.48553974966893, 과체중
섭상, 198, 95, 24.232221201918172, 정상 체중
영영, 187, 41, 11.724670422374103, 저체중
은건, 196, 92, 23.94835485214494, 정상 체중
상민, 172, 77, 26.0275824770146, 과체중
경건, 153, 75, 32.038959374599514, 과체중
철상, 186, 85, 24.569314371603657, 정상 체중
건예, 172, 77, 26.0275824770146, 과체중
욱경, 169, 97, 33.96239627464024, 과체중
건예, 187, 50, 14.298378563870857, 저체중
예상, 182, 98, 29.585798816568047, 과체중
욱섭, 169, 83, 29.060607121599386, 과체중
철예, 162, 64, 24.386526444139612, 정상 체중
건섭, 179, 64, 19.97440779001904, 정상 체중
은섭, 152, 40, 17.31301939058172, 저체중
예섭, 155, 50, 20.811654526534863, 정상 체중
섭상, 178, 86, 27.143037495265748, 과체중
경상, 192, 51, 13.834635416666668, 저체중
진수, 151, 83, 36.40191219683347, 과체중
수진, 199, 44, 11.11083053458246, 저체중
경채, 192, 92, 24.95659722222222, 정상 체중
은경, 168, 72, 25.51020408163265, 과체중
채예, 188, 66, 18.673607967406067, 정상 체중
욱섭, 168, 64, 22.675736961451246, 정상 체중
섭예, 170, 63, 21.79930795847751, 정상 체중
상예, 151, 73, 32.01613964299811, 과체중
건은, 196, 59, 15.358184089962515, 저체중
섭예, 158, 67, 26.838647652619773, 과체중
경진, 157, 62, 25.153150229218227, 과체중
영민, 180, 81, 25.0, 과체중
욱영, 166, 64, 23.22543184787342, 정상 체중
철영, 182, 81, 24.453568409612366, 정상 체중
섭상, 176, 88, 28.40909090909091, 과체중
건진, 181, 61, 18.61970025335002, 정상 체중
예상, 177, 80, 25.535446391522235, 과체중
건욱, 157, 42, 17.03923080043815, 저체중
예철, 156, 79, 32.462195923734384, 과체중
채욱, 187, 50, 14.298378563870857, 저체중
영영, 174, 48, 15.854141894569958, 저체중
건수, 168, 62, 21.967120181405896, 정상 체중
섭채, 168, 94, 33.30498866213152, 과체중
욱경, 198, 44, 11.22334455667789, 저체중
예철, 191, 42, 11.512842301472, 저체중
섭경, 187, 67, 19.15982727558695, 정상 체중
예민, 192, 90, 24.4140625, 정상 체중
채은, 181, 97, 29.60837581270413, 과체중
영경, 152, 89, 38.52146814404432, 과체중
건건, 187, 67, 19.15982727558695, 정상 체중
섭섭, 191, 42, 11.512842301472, 저체중
은욱, 160, 45, 17.578125, 저체중
예건, 171, 68, 23.255018638213468, 정상 체중
상민, 160, 92, 35.9375, 과체중
수건, 150, 80, 35.55555555555556, 과체중
상상, 167, 95, 34.06360930832945, 과체중
채건, 153, 86, 36.73800674954077, 과체중
수경, 197, 47, 12.110592903707904, 저체중
채섭, 174, 78, 25.76298057867618, 과체중
건건, 198, 77, 19.64085297418631, 정상 체중
경철, 166, 89, 32.29786616344897, 과체중
건영, 192, 47, 12.749565972222223, 저체중
수영, 159, 46, 18.195482773624462, 저체중
철상, 186, 59, 17.053994681466065, 저체중
섭수, 167, 49, 17.56965111692782, 저체중
예예, 164, 52, 19.33372992266508, 정상 체중
건욱, 182, 76, 22.944088878154812, 정상 체중
진수, 188, 99, 28.0104119511091, 과체중
예경, 185, 69, 20.160701241782323, 정상 체중
영경, 196, 94, 24.46897126197418, 정상 체중
민섭, 184, 41, 12.110113421550095, 저체중
건섭, 178, 83, 26.19618735008206, 과체중
민영, 186, 87, 25.14741588622962, 과체중
건경, 179, 47, 14.668705720795232, 저체중
수민, 176, 69, 22.275309917355372, 정상 체중
상진, 156, 86, 35.338593030900725, 과체중
민영, 192, 88, 23.87152777777778, 정상 체중
영수, 179, 41, 12.796104990480945, 저체중
수영, 178, 46, 14.518368892816563, 저체중
민영, 199, 41, 10.353273907224565, 저체중
섭상, 170, 68, 23.52941176470588, 정상 체중
경채, 157, 86, 34.889853543754306, 과체중
은채, 150, 40, 17.77777777777778, 저체중
민예, 173, 99, 33.078285275151195, 과체중
경건, 184, 41, 12.110113421550095, 저체중
수섭, 162, 90, 34.293552812071326, 과체중
민욱, 191, 47, 12.88341876593295, 저체중
예영, 177, 94, 30.004149510038623, 과체중
예욱, 168, 73, 25.864512471655328, 과체중
채경, 181, 76, 23.198315069747565, 정상 체중
진영, 168, 86, 30.470521541950117, 과체중
섭섭, 162, 59, 22.481329065691206, 정상 체중
철영, 175, 62, 20.24489795918367, 정상 체중
상예, 169, 57, 19.957284408809215, 정상 체중
은영, 175, 81, 26.448979591836736, 과체중
영민, 194, 66, 17.53640131788713, 저체중
은영, 183, 89, 26.57589059094031, 과체중
수철, 174, 71, 23.450918219051395, 정상 체중
영건, 166, 62, 22.49963710262738, 정상 체중
경섭, 179, 87, 27.15271058955713, 과체중
건상, 169, 92, 32.21175729141137, 과체중
욱은, 198, 87, 22.19161310070401, 정상 체중
수수, 156, 44, 18.080210387902696, 저체중
민철, 183, 54, 16.124697661918837, 저체중
상채, 154, 50, 21.082813290605497, 정상 체중
철철, 171, 86, 29.410758865975858, 과체중
건예, 156, 85, 34.92767915844839, 과체중
영은, 173, 79, 26.395803401383276, 과체중
진민, 167, 97, 34.78073792534691, 과체중
철건, 193, 60, 16.107814974898655, 저체중
진영, 159, 47, 18.591036746964125, 정상 체중
